,0,1,2,3,4,5,6,7,8
29107,37,0,80,0,12,31,43,67,24
29108,41,-1,77,0,38,-18,36,38,2
29109,41,-2,77,0,38,-14,37,39,2
29110,45,0,81,0,44,-9,35,37,2
29111,40,0,77,2,38,0,36,38,2
29112,38,0,77,0,36,-19,39,41,2
29113,37,0,79,1,8,0,42,71,30
29114,39,1,75,-1,38,0,35,36,0
29115,37,0,75,0,36,-3,37,39,2
29116,37,0,76,0,26,0,39,50,12
29117,46,1,83,0,44,-16,37,39,2
29118,45,1,76,0,44,-3,30,32,2
29119,84,0,88,4,-2,0,4,90,86
29120,49,-2,85,0,50,0,36,36,0
29121,41,-1,80,0,42,6,39,39,0
29122,37,0,74,-3,28,0,38,46,8
29123,46,0,79,0,46,0,34,33,0
29124,37,-1,79,0,28,1,42,50,8
29125,37,0,82,0,36,19,45,46,2
29126,86,2,89,0,2,0,3,86,84
29127,57,-2,86,0,56,0,29,30,0
29128,37,0,77,3,30,16,41,46,6
29129,48,-1,81,0,46,-3,33,35,2
29130,51,4,82,0,52,12,31,30,0
29131,46,0,76,4,46,7,30,30,0
29132,43,-1,77,0,42,-6,34,36,2
29133,49,-1,86,0,50,0,38,37,0
29134,37,0,77,0,-24,-2,41,103,62
29135,44,4,87,0,44,0,43,43,0
29136,37,0,79,6,34,0,43,46,2
29137,56,1,81,0,54,-8,25,26,2
29138,45,0,86,-1,44,-1,40,42,2
29139,78,-5,83,0,-40,4,4,124,120
29140,37,3,80,0,36,0,43,44,2
29141,41,-2,78,0,42,5,37,37,0
29142,51,0,81,5,50,0,30,32,2
29143,50,2,107,0,50,0,57,58,0
29144,55,0,81,-3,54,-8,25,26,2
29145,45,0,80,5,44,0,35,36,2
29146,37,0,77,7,30,0,41,46,6
29147,56,5,95,-3,56,5,39,39,0
29148,42,0,102,2,42,0,60,61,0
29149,37,0,76,0,24,-25,39,52,14
29150,46,0,84,0,44,-21,38,40,2
29151,62,0,109,0,62,26,48,47,0
29152,45,-3,83,0,44,-1,38,39,2
29153,44,0,81,0,44,11,38,37,0
29154,46,0,84,0,44,-18,38,40,2
29155,49,0,77,-4,50,0,28,28,0
29156,44,0,86,0,42,-24,42,45,2
29157,37,0,80,-3,8,0,43,72,28
29158,43,0,83,0,42,-14,40,42,2
29159,45,0,77,0,44,-10,32,34,2
29160,54,1,89,1,54,0,35,35,0
29161,41,0,83,0,38,-13,42,44,2
29162,38,0,77,0,38,0,40,39,0
29163,39,2,106,3,38,0,67,67,0
29164,37,0,80,2,2,0,43,77,34
29165,58,0,96,-7,56,0,38,39,2
29166,37,0,79,0,18,11,42,61,18
29167,37,0,91,0,10,22,53,81,28
29168,47,-2,77,-7,46,0,29,30,0
29169,38,4,90,0,38,0,51,51,0
29170,37,0,79,0,12,0,43,66,24
29171,52,0,84,5,52,0,32,32,0
29172,59,0,86,0,60,10,28,27,0
29173,50,4,107,1,50,0,57,58,0
29174,51,0,87,0,50,-12,36,38,2
29175,37,0,76,1,30,0,39,45,6
29176,37,0,76,0,28,29,39,47,8
29177,47,-1,87,3,46,0,40,41,0
29178,49,-5,81,0,50,5,33,32,0
29179,79,0,83,-4,-32,-4,4,117,112
29180,46,0,84,-2,46,-4,38,37,0
29181,37,4,104,0,24,0,66,80,14
29182,37,1,81,0,36,-1,43,44,2
29183,46,0,77,0,46,3,31,30,0
29184,38,0,76,2,38,0,38,37,0
29185,43,0,77,-1,42,-1,34,36,2
29186,40,0,86,-1,38,0,45,47,2
29187,105,0,107,0,72,25,1,35,34
29188,37,0,76,0,28,-2,39,47,8
29189,37,0,77,0,24,-1,40,54,14
29190,56,1,96,0,54,13,40,42,2
29191,37,0,93,0,8,-1,55,85,30
29192,82,0,85,0,-6,20,3,93,90
29193,55,5,89,0,54,0,34,35,0
29194,37,-1,77,0,36,-15,39,41,2
29195,44,3,83,0,44,0,39,39,0
29196,43,0,88,8,42,0,45,46,2
29197,37,0,79,0,34,-8,41,45,4
29198,51,0,83,1,50,-27,31,33,2
29199,51,-2,84,3,52,1,33,32,0
29200,37,0,79,4,-6,0,42,86,44
29201,47,0,89,-2,46,0,42,42,0
29202,51,-3,89,3,50,-18,38,40,2
29203,59,0,86,0,56,-7,27,29,2
29204,54,0,86,7,54,0,33,32,0
29205,43,0,77,0,42,-3,34,35,2
29206,37,-1,80,0,20,31,43,59,16
29207,45,-3,80,0,44,-1,35,36,2
29208,45,-3,81,0,46,1,35,34,0
29209,48,4,83,-1,46,0,34,36,2
29210,49,2,80,0,50,28,31,31,0
29211,104,2,106,4,70,0,1,36,34
29212,40,-2,81,0,38,0,41,43,2
29213,50,2,81,-1,50,0,31,32,0
29214,49,0,81,0,46,-20,33,35,2
29215,37,0,104,0,18,-5,67,86,18
29216,56,0,95,0,54,-29,40,41,2
29217,37,5,79,0,30,0,41,48,6
29218,37,0,77,0,26,-24,40,51,10
29219,37,0,76,-7,34,3,39,42,2
29220,45,0,84,0,44,0,40,41,2
29221,48,5,83,0,46,0,35,36,2
29222,48,0,89,7,46,-2,41,42,2
29223,44,1,77,3,44,0,33,33,0
29224,45,0,100,0,44,-5,54,56,2
29225,37,0,78,0,8,22,41,70,30
29226,37,0,76,0,28,24,39,47,8
29227,83,0,86,-2,-4,0,3,92,88
29228,50,0,90,1,50,0,39,41,2
29229,37,-4,79,0,38,3,41,40,0
29230,41,0,86,0,38,-25,45,47,2
29231,52,-4,81,0,52,0,29,29,0
29232,37,0,96,-7,18,0,59,78,18
29233,41,1,81,0,42,2,39,39,0
29234,37,0,80,0,34,3,43,46,2
29235,43,0,78,0,42,-21,35,37,2
29236,50,1,79,5,50,0,28,30,2
29237,82,0,86,0,-4,-11,3,91,88
29238,55,0,95,0,54,-7,40,41,2
29239,44,0,83,-2,44,2,39,39,0
29240,37,-3,77,0,36,-28,39,41,2
29241,37,0,79,0,34,-6,43,46,2
29242,46,0,76,0,46,9,30,29,0
29243,38,1,82,0,38,0,44,43,0
29244,48,-5,83,-2,46,-5,35,37,2
29245,38,2,92,0,12,20,54,79,24
29246,37,0,104,8,24,0,67,81,14
29247,49,-1,83,0,46,-14,34,36,2
29248,46,2,79,0,46,0,33,32,0
29249,37,-1,75,-5,28,-9,38,46,8
29250,48,3,83,6,46,0,35,37,2
29251,37,-54,75,-1,28,15,38,46,8
29252,51,4,83,-1,50,-2,32,33,2
29253,45,0,83,0,44,-3,37,39,2
29254,37,0,77,0,34,7,41,44,2
29255,79,-1,83,-2,-40,3,4,124,120
29256,37,0,76,0,34,18,39,42,4
29257,55,0,81,0,54,-1,25,26,2
29258,39,-2,108,0,38,0,68,69,0
29259,41,-1,76,0,42,21,35,35,0
29260,37,0,78,0,18,10,41,60,18
29261,42,-5,82,0,42,0,40,41,0
29262,80,-3,84,0,-28,0,4,112,108
29263,37,0,77,-1,36,30,40,41,0
29264,37,0,79,0,6,-26,43,74,32
29265,102,0,102,0,70,-2,1,33,32
29266,40,5,77,0,38,0,36,38,2
29267,37,0,81,0,-2,4,44,84,40
29268,37,0,78,0,6,7,41,73,32
29269,41,0,79,-5,42,27,38,37,0
29270,54,0,77,0,54,0,24,23,0
29271,45,0,76,0,46,10,31,30,0
29272,48,0,86,-5,46,0,38,40,2
29273,45,-5,86,0,44,-15,41,42,2
29274,44,1,88,0,44,3,44,44,0
29275,44,0,79,-4,42,3,36,38,2
29276,37,0,106,0,36,13,68,69,2
29277,45,0,81,1,44,-9,35,37,2
29278,43,0,86,5,42,0,43,45,2
29279,37,0,84,0,18,-13,47,66,18
29280,57,-1,81,-4,56,-5,24,24,0
29281,46,1,90,0,46,2,44,43,0
29282,43,0,75,0,42,-13,32,34,2
29283,56,0,80,0,56,14,24,23,0
29284,81,0,86,0,-22,20,4,109,104
29285,49,-3,84,0,50,1,35,35,0
29286,53,-1,87,0,54,7,34,33,0
29287,38,0,83,0,38,4,45,44,0
29288,56,1,108,0,56,30,52,51,0
29289,53,0,81,2,52,-4,28,30,2
29290,44,1,84,0,44,10,41,41,0
29291,48,4,88,-1,46,0,40,41,2
29292,51,0,82,1,50,-10,31,33,2
29293,41,0,97,0,38,-5,57,59,2
29294,37,0,101,0,28,-4,64,73,8
29295,37,0,94,0,10,4,57,84,28
29296,37,0,79,-1,36,-21,41,43,2
29297,43,0,80,0,42,-3,37,39,2
29298,55,-1,87,0,54,-1,32,33,2
29299,38,1,80,0,38,9,42,41,0
29300,44,5,87,-3,44,3,43,43,0
29301,62,0,109,0,62,1,47,47,0
29302,45,0,83,0,46,27,38,37,0
29303,41,-1,83,0,42,9,42,41,0
29304,52,4,86,0,52,0,35,35,0
29305,49,0,86,0,50,30,38,37,0
29306,51,0,87,0,50,-22,36,38,2
29307,55,4,81,0,54,0,27,27,0
29308,37,0,80,7,6,-14,43,75,32
29309,45,3,77,0,44,0,32,34,2
29310,41,0,82,-1,38,-11,41,43,2
29311,44,0,86,0,44,6,42,42,0
29312,80,0,84,-2,-40,3,4,125,122
29313,41,0,79,0,38,-13,39,41,2
29314,37,1,104,0,24,0,66,80,14
29315,39,-3,88,0,38,0,49,50,0
29316,76,0,81,4,-42,-20,5,125,120
29317,37,0,94,1,12,9,57,81,24
29318,47,-1,108,-6,46,0,61,62,0
29319,37,-4,76,0,38,18,38,37,0
29320,37,-2,104,0,16,-26,67,88,22
29321,85,0,88,0,0,-10,3,88,86
29322,37,3,80,0,30,-3,43,49,6
29323,56,0,97,0,54,18,41,43,2
29324,50,0,82,3,50,0,32,33,0
29325,37,0,93,-1,28,3,55,64,8
29326,37,0,77,-5,36,0,40,41,0
29327,37,-5,76,0,28,0,39,47,8
29328,41,0,81,0,42,26,41,40,0
29329,55,-4,86,0,54,-2,30,32,2
29330,45,-5,77,5,44,0,32,33,0
29331,66,0,113,0,64,0,47,48,0
29332,102,0,103,0,70,-18,1,33,32
29333,57,5,81,0,56,0,24,24,0
29334,105,5,106,4,70,0,1,36,36
29335,40,-4,86,0,38,0,46,47,2
29336,48,0,82,2,46,0,34,35,2
29337,37,0,76,1,26,5,40,50,10
29338,47,5,86,5,46,0,39,40,0
29339,37,0,83,0,34,-9,46,49,2
29340,45,0,89,1,44,-18,44,45,2
29341,81,0,85,0,-24,-3,4,111,108
29342,55,0,81,-1,54,0,26,26,0
29343,53,1,84,0,52,-6,32,33,2
29344,47,-137,86,0,46,0,39,39,0
29345,38,0,81,0,36,-20,43,44,2
29346,44,0,77,0,42,-16,33,35,2
29347,56,0,82,1,54,-14,26,28,2
29348,38,1,106,0,34,0,68,72,4
29349,45,-1,86,-4,44,-7,41,42,2
29350,37,-1,80,0,34,31,43,46,4
29351,41,0,81,0,38,-11,41,43,2
29352,53,0,81,0,52,-30,28,30,2
29353,37,0,75,0,36,-10,37,39,2
29354,37,0,77,-5,34,-9,40,43,2
29355,37,5,77,0,36,0,39,41,2
29356,40,0,77,1,38,0,37,38,2
29357,44,4,84,-2,44,18,41,41,0
29358,101,0,102,0,72,4,1,29,28
29359,43,0,95,0,42,-12,52,54,2
29360,45,0,79,0,46,22,34,33,0
29361,44,1,82,0,42,-14,38,41,2
29362,37,0,106,2,36,-4,69,70,2
29363,46,1,88,0,46,9,42,41,0
29364,85,4,88,0,2,0,3,86,82
29365,37,0,90,0,26,4,52,64,12
29366,49,-3,88,0,50,4,39,39,0
29367,37,0,81,0,12,-13,44,68,24
29368,41,5,89,-1,42,18,48,48,0
29369,37,0,83,0,10,-28,46,72,26
29370,37,0,90,0,24,9,52,66,14
29371,42,0,77,1,42,0,36,36,0
29372,46,-2,81,-7,46,1,35,34,0
29373,57,-4,106,0,56,0,50,49,0
29374,85,0,88,3,6,0,3,83,80
29375,46,5,82,0,46,0,36,35,0
29376,47,0,88,3,46,0,41,42,0
29377,53,0,86,0,54,-1,32,32,0
29378,43,0,79,0,42,-6,35,37,2
29379,51,0,86,0,52,2,35,34,0
29380,49,-2,77,0,46,-16,29,31,2
29381,47,0,88,-2,46,-3,41,41,0
29382,53,2,83,0,52,-12,30,31,2
29383,37,-82,76,0,36,0,39,40,2
29384,37,2,80,0,34,1,43,46,4
29385,41,0,75,0,38,-2,34,36,2
29386,43,0,76,0,44,21,32,32,0
29387,46,-4,85,-3,46,-1,39,39,0
29388,53,0,109,7,52,-4,56,57,2
29389,37,-4,90,0,26,-15,53,64,12
29390,63,0,111,-2,62,0,49,49,0
29391,40,1,85,-1,38,0,45,46,2
29392,37,0,77,0,-22,-2,41,101,60
29393,41,0,81,6,42,23,40,39,0
29394,82,0,85,-1,-6,8,3,93,90
29395,37,0,104,0,16,-14,67,88,22
29396,53,0,84,0,52,-22,31,32,2
29397,37,0,95,0,10,5,57,84,28
29398,37,0,81,0,12,-4,44,68,24
29399,37,0,80,0,18,-6,43,62,18
29400,37,0,80,-2,28,21,43,52,8
29401,45,0,88,6,44,0,43,44,2
29402,38,-1,91,-1,6,-5,53,86,32
29403,41,-1,77,0,42,16,37,36,0
29404,51,-1,84,1,52,0,33,32,0
29405,37,0,104,2,24,-18,67,81,14
29406,44,0,86,2,44,5,43,42,0
29407,55,2,81,0,54,0,26,27,0
29408,37,0,80,0,38,22,43,41,0
29409,47,0,87,-2,46,-4,40,41,0
29410,54,0,108,6,54,0,54,54,0
29411,45,0,79,-2,46,24,33,32,0
29412,82,-1,86,-4,-40,0,4,128,124
29413,46,5,87,0,46,7,41,41,0
29414,45,0,84,0,46,22,38,37,0
29415,51,0,81,-3,52,1,30,30,0
29416,53,-4,86,0,54,11,33,32,0
29417,37,0,81,5,24,0,44,58,14
29418,45,-2,79,0,44,0,34,35,2
29419,53,0,79,0,54,2,25,24,0
29420,37,0,81,0,26,-3,44,55,10
29421,41,0,81,0,42,25,41,40,0
29422,49,0,79,3,50,0,30,30,0
29423,54,0,77,-7,54,0,23,23,0
29424,37,0,82,0,34,-3,45,48,2
29425,52,-3,82,0,52,0,30,30,0
29426,49,1,78,0,50,0,29,29,0
29427,80,1,84,-1,-36,3,4,121,116
29428,37,-2,76,0,38,7,39,37,0
29429,38,0,96,0,36,-24,58,60,2
29430,37,-1,106,-2,36,-2,69,69,0
29431,43,1,88,-2,42,0,45,47,2
29432,37,0,103,-1,24,-4,66,80,14
29433,45,3,81,0,44,0,35,37,2
29434,45,0,86,2,46,17,41,40,0
29435,50,3,78,0,50,0,28,29,2
29436,49,0,106,-2,46,-12,58,60,2
29437,82,4,86,0,-24,-19,4,112,108
29438,37,0,78,3,16,0,41,63,22
29439,54,3,84,0,54,0,30,30,0
29440,53,1,79,0,54,1,25,24,0
29441,38,1,77,0,36,-21,39,41,2
29442,52,0,88,2,52,0,36,37,0
29443,56,0,79,0,54,-29,23,24,2
29444,45,0,80,0,46,9,35,34,0
29445,56,-5,80,0,56,1,24,23,0
29446,41,0,79,0,38,-19,38,40,2
29447,45,0,80,0,44,-3,35,36,2
29448,37,0,95,0,18,-1,58,77,18
29449,41,3,84,0,42,12,43,43,0
29450,43,0,79,-5,44,23,35,35,0
29451,50,2,88,-1,50,0,37,39,2
29452,37,0,107,0,30,4,70,76,6
29453,50,-62,88,0,6,-27,38,83,46
29454,37,-41,106,0,34,-1,69,72,4
29455,41,0,79,-2,42,1,38,37,0
29456,46,4,76,0,46,10,30,29,0
29457,44,1,79,2,42,-17,36,38,2
29458,49,3,79,1,50,1,30,30,0
29459,46,3,77,1,46,0,31,31,0
29460,56,0,80,0,56,23,24,23,0
29461,41,4,81,0,42,10,39,39,0
29462,41,0,86,1,42,12,45,45,0
29463,39,1,83,-6,38,0,43,44,0
29464,37,0,104,-1,16,-4,67,88,22
29465,53,-5,80,0,54,13,27,26,0
29466,43,-3,84,0,42,0,41,43,2
29467,37,0,77,0,12,-8,41,65,24
29468,56,0,95,-4,56,7,40,39,0
29469,45,-45,81,0,44,0,36,37,2
29470,37,0,80,0,34,-24,43,46,2
29471,37,0,75,-1,30,14,38,44,6
29472,37,0,78,0,12,1,42,65,24
29473,48,1,86,0,46,0,38,39,2
29474,43,0,77,7,42,0,34,35,2
29475,81,0,84,0,-20,-8,4,105,102
29476,37,-2,80,0,18,0,43,62,18
29477,38,-3,106,0,38,0,68,67,0
29478,41,1,78,0,42,1,37,37,0
29479,40,0,76,7,38,0,36,37,2
29480,43,0,81,7,42,-7,37,39,2
29481,85,0,89,7,2,0,4,86,82
29482,44,-2,79,0,44,6,35,35,0
29483,80,4,84,1,-42,-30,4,128,124
29484,37,0,79,0,36,0,42,43,2
29485,47,-5,108,0,46,0,62,62,0
29486,81,0,84,0,-18,-9,3,103,100
29487,102,2,103,6,72,14,1,31,30
29488,72,-11,76,-16,-40,6,4,117,114
29489,48,0,85,0,46,-11,37,39,2
29490,85,0,88,-6,2,0,3,86,82
29491,44,-2,79,0,44,10,35,35,0
29492,41,0,83,0,38,-27,42,44,2
29493,82,0,85,-1,-6,2,3,93,90
29494,37,0,79,0,6,-7,42,74,32
29495,41,-1,81,0,38,-23,40,42,2
29496,38,-4,82,3,38,0,44,43,0
29497,49,0,107,0,46,-25,58,60,2
29498,37,0,76,-2,18,0,39,57,18
29499,37,0,79,-1,10,10,43,69,26
29500,41,0,83,6,42,3,42,42,0
29501,46,0,90,0,46,2,44,43,0
29502,37,0,80,0,36,15,43,44,0
29503,37,0,76,0,20,5,40,55,16
29504,59,0,86,-7,60,23,27,26,0
29505,101,0,102,0,70,-19,1,32,32
29506,52,2,79,1,52,0,27,27,0
29507,37,0,77,0,0,6,41,77,36
29508,43,0,81,7,42,-1,38,40,2
29509,39,0,84,0,38,0,45,46,0
29510,37,1,100,0,36,0,64,64,0
29511,41,3,78,0,42,-6,37,37,0
29512,41,0,83,0,38,-22,42,44,2
29513,46,-2,86,0,46,0,41,40,0
29514,37,0,76,0,34,-15,39,42,2
29515,43,0,81,0,44,9,37,37,0
29516,51,0,83,0,52,15,32,31,0
29517,46,4,76,-4,46,0,29,29,0
29518,47,-3,82,0,46,0,35,35,0
29519,37,0,76,0,34,-19,39,42,2
29520,37,-1,79,0,24,-16,42,55,14
29521,43,3,86,0,42,0,42,44,2
29522,53,1,81,0,54,0,28,27,0
29523,45,-2,88,0,44,0,43,44,2
29524,46,2,77,0,46,14,32,31,0
29525,44,4,79,0,44,11,35,35,0
29526,49,0,95,3,50,12,47,46,0
29527,37,0,76,8,34,0,39,43,4
29528,47,0,86,-2,46,-4,39,40,0
29529,51,0,78,8,50,0,27,29,2
29530,49,3,86,0,50,14,38,37,0
29531,49,0,88,8,50,0,39,39,0
29532,43,-2,85,0,42,-12,42,44,2
29533,37,0,77,-4,36,2,40,41,0
29534,37,0,76,0,38,20,38,37,0
29535,45,0,83,-1,44,0,37,39,2
29536,53,0,86,0,54,5,32,32,0
29537,46,0,90,8,46,0,44,44,0
29538,37,0,105,-5,28,0,68,77,8
29539,44,-5,82,0,44,1,38,38,0
29540,43,-3,81,0,42,-11,38,40,2
29541,37,0,83,-1,34,5,46,50,4
29542,37,0,76,-2,30,8,39,45,6
29543,37,0,104,0,18,13,67,86,18
29544,42,0,87,-5,42,0,45,46,2
29545,47,2,76,0,46,0,29,29,0
29546,51,1,86,0,52,20,35,34,0
29547,47,-1,84,-1,46,0,37,37,0
29548,45,3,88,0,44,29,42,44,2
29549,41,-2,78,0,38,-21,37,39,2
29550,37,0,76,0,34,31,39,42,2
29551,37,0,78,0,12,14,41,65,24
29552,37,0,76,0,26,-30,39,50,12
29553,79,3,83,0,-40,12,4,125,120
29554,41,0,81,0,38,-28,40,43,2
29555,41,3,80,0,42,8,39,39,0
29556,80,-2,84,-6,-42,-28,4,128,124
29557,52,-1,88,5,52,0,36,37,0
29558,37,0,76,0,30,-25,39,45,6
29559,102,-2,103,0,70,-12,1,33,32
29560,80,4,84,1,-36,0,4,121,116
29561,37,-1,76,0,38,14,39,37,0
29562,42,1,79,6,42,0,37,38,0
29563,47,0,77,-3,46,-4,31,31,0
29564,37,0,77,0,2,-23,40,75,34
29565,44,0,89,-1,44,0,45,45,0
29566,51,0,86,0,52,27,36,35,0
29567,102,-2,103,-4,70,-17,1,33,32
29568,37,0,99,-7,28,0,61,70,8
29569,52,3,88,0,52,-3,35,36,0
29570,54,0,81,-1,54,-1,27,27,0
29571,37,0,95,0,24,0,58,72,14
29572,37,0,77,0,18,11,40,59,18
29573,41,1,88,-1,38,0,48,50,2
29574,37,0,77,0,2,-6,40,75,34
29575,56,-2,86,0,54,-21,30,32,2
29576,37,0,75,3,24,23,38,52,14
29577,46,5,80,0,46,5,34,34,0
29578,59,4,84,0,56,-1,25,27,2
29579,59,0,87,0,56,-20,28,30,2
29580,47,-1,108,0,46,0,62,62,0
29581,44,-10,82,0,44,0,38,38,0
29582,44,0,87,-1,44,0,43,43,0
29583,48,-2,81,0,46,-7,33,35,2
29584,37,0,79,0,12,3,42,66,24
29585,41,1,78,0,42,5,37,37,0
29586,39,0,85,-3,38,0,46,46,0
29587,55,1,88,3,54,0,32,33,2
29588,44,0,77,0,42,-29,33,35,2
29589,43,0,81,-3,42,-5,37,39,2
29590,37,0,74,0,34,16,37,41,4
29591,37,0,76,0,24,2,40,53,14
29592,45,0,102,0,46,24,57,56,0
29593,37,0,79,0,26,-19,43,54,10
29594,46,-1,86,8,46,0,40,39,0
29595,37,0,94,-1,8,0,57,86,30
29596,101,0,102,0,72,12,1,29,28
29597,57,-3,79,0,56,0,22,22,0
29598,37,0,77,8,38,26,39,38,0
29599,37,0,80,0,6,31,43,75,32
29600,49,1,82,0,50,8,33,33,0
29601,56,5,91,0,56,7,35,34,0
29602,37,0,76,0,26,15,39,50,12
29603,46,1,81,0,46,3,35,34,0
29604,40,0,77,2,38,0,37,38,2
29605,103,-5,104,-3,70,0,1,35,34
29606,37,0,81,-6,26,-15,45,55,10
29607,42,-1,86,-5,42,-8,44,45,2
29608,37,0,76,0,26,-1,39,50,10
29609,37,0,94,5,12,0,57,81,24
29610,45,2,86,0,44,-5,40,42,2
29611,44,0,86,-1,44,0,43,42,0
29612,53,0,86,1,54,20,33,32,0
29613,37,0,76,-3,16,25,39,61,22
29614,82,0,86,0,-4,-12,3,91,88
29615,44,0,81,0,42,-23,38,40,2
29616,45,0,81,-5,44,0,36,37,2
29617,41,0,81,0,38,-5,40,42,2
29618,56,0,91,0,54,-12,35,37,2
29619,107,-1,108,0,70,0,1,38,36
29620,37,0,106,0,30,19,69,75,6
29621,37,0,80,0,8,18,43,72,28
29622,54,0,79,4,54,0,25,24,0
29623,37,0,95,1,8,-2,58,87,30
29624,37,-6,106,0,30,0,69,75,6
29625,55,-1,83,0,54,0,29,29,0
29626,43,0,83,3,42,-11,40,42,2
29627,48,0,85,0,46,-1,37,39,2
29628,46,-1,76,-7,46,0,30,29,0
29629,41,2,81,2,42,1,40,40,0
29630,37,1,109,10,26,0,71,83,12
29631,44,-33,82,0,44,0,38,38,0
29632,58,-1,80,-5,56,0,22,23,0
29633,49,-3,78,0,50,7,29,29,0
29634,37,-2,76,0,36,-10,38,39,2
29635,37,0,81,0,8,-30,44,73,28
29636,51,0,84,0,50,-10,33,35,2
29637,55,3,84,3,54,0,28,30,2
29638,59,1,86,2,60,26,28,27,0
29639,52,1,86,7,52,0,34,35,0
29640,37,0,76,1,26,16,39,50,12
29641,105,2,106,8,70,0,2,36,34
29642,37,0,75,-2,20,0,38,54,16
29643,45,-4,84,0,44,0,39,40,0
29644,39,-5,78,0,38,0,39,39,0
29645,44,1,83,0,42,-20,39,41,2
29646,82,2,86,3,-40,6,5,128,124
29647,43,0,78,0,44,14,35,34,0
29648,81,0,85,-3,-24,0,4,111,108
29649,50,0,78,-2,50,0,28,29,0
29650,80,-6,84,-1,-40,6,5,126,122
29651,37,0,80,0,26,-21,43,54,12
29652,42,0,96,-3,42,0,54,55,0
29653,51,0,88,5,52,1,36,36,0
29654,37,0,76,4,28,-11,40,48,8
29655,37,1,90,0,24,3,52,66,14
29656,49,0,84,0,50,26,35,35,0
29657,37,0,78,0,2,6,41,75,34
29658,43,0,81,-4,42,-12,37,39,2
29659,55,0,95,-1,54,0,40,41,2
29660,45,5,87,0,44,-4,42,43,2
29661,44,0,78,0,44,15,34,34,0
29662,56,0,84,0,54,-17,28,30,2
29663,55,0,82,2,54,0,26,28,2
29664,48,0,88,0,46,-1,40,42,2
29665,55,0,81,-3,54,-4,26,27,0
29666,44,-26,82,0,44,0,38,38,0
29667,37,0,84,0,20,13,47,63,16
29668,37,-4,81,0,36,0,44,44,0
29669,41,0,84,0,42,13,44,43,0
29670,53,0,81,0,54,4,27,26,0
29671,53,-5,81,0,54,9,28,27,0
29672,53,1,86,-2,54,2,32,32,0
29673,43,0,88,0,44,10,44,44,0
29674,56,0,97,0,54,24,41,42,2
29675,52,-5,82,0,52,0,30,30,0
29676,41,0,78,0,38,-8,37,39,2
29677,37,0,83,0,2,-4,46,81,34
29678,45,0,86,-2,44,-10,40,42,2
29679,50,0,89,-2,50,0,39,40,0
29680,56,-1,106,0,56,0,50,49,0
29681,41,-4,77,0,42,0,36,35,0
29682,47,4,78,2,46,0,31,32,0
29683,41,0,78,0,38,-6,37,39,2
29684,37,0,78,0,18,-13,42,60,18
29685,37,0,107,0,28,-13,70,78,8
29686,44,0,79,0,44,25,35,35,0
29687,37,0,79,3,2,-6,43,77,34
29688,44,-1,85,0,44,6,41,41,0
29689,46,0,76,0,46,3,30,30,0
29690,37,0,79,-6,8,0,42,72,30
29691,52,-1,83,-2,52,-3,31,32,0
29692,45,-49,79,2,0,0,33,79,46
29693,37,0,77,0,34,-13,40,43,2
29694,59,0,87,0,60,14,28,28,0
29695,56,2,88,0,56,1,31,31,0
29696,48,1,79,0,46,0,31,32,2
29697,55,3,81,-1,54,0,26,26,0
29698,37,0,83,0,34,-4,46,49,2
29699,37,1,80,0,8,6,43,72,30
29700,44,3,85,0,44,0,41,41,0
29701,37,0,75,-1,26,-12,38,49,10
29702,37,0,102,-3,36,0,64,66,2
29703,55,0,82,5,54,0,26,28,2
29704,105,1,107,3,72,2,1,35,34
29705,55,2,82,0,54,0,26,28,2
29706,37,0,75,0,36,21,38,39,0
29707,55,-1,95,0,54,-5,40,41,2
29708,44,0,86,0,44,7,42,42,0
29709,40,5,81,2,38,0,41,43,2
29710,50,2,86,0,50,0,36,37,0
29711,37,0,83,0,8,-14,46,75,28
29712,82,0,85,0,-10,-4,3,95,92
29713,105,6,106,7,72,7,1,34,32
29714,37,-2,76,0,36,-17,39,40,2
29715,53,-3,77,0,54,0,25,23,0
29716,44,0,75,0,42,-20,31,34,2
29717,44,0,85,-2,44,0,41,41,0
29718,56,-3,81,6,56,0,24,24,0
29719,37,0,77,0,36,25,40,41,0
29720,44,0,90,4,44,3,47,46,0
29721,38,3,80,0,38,27,42,41,0
29722,56,0,86,0,56,15,30,29,0
29723,53,0,78,0,52,0,25,26,2
29724,53,-1,82,0,54,5,29,28,0
29725,53,0,86,1,54,5,33,32,0
29726,51,0,86,0,52,8,35,35,0
29727,49,0,83,1,50,0,34,34,0
29728,44,0,79,-1,44,6,35,35,0
29729,84,1,88,6,0,0,3,88,84
29730,45,1,83,0,44,-1,37,39,2
29731,45,4,88,0,44,0,44,44,0
29732,51,2,86,-2,50,0,36,37,2
29733,76,3,81,0,-42,-13,4,125,120
29734,37,2,79,0,36,0,41,43,2
29735,41,0,87,0,38,-15,46,48,2
29736,55,5,81,0,54,0,27,27,0
29737,44,2,81,0,42,-8,37,39,2
29738,37,0,76,0,18,25,39,58,18
29739,42,0,81,0,42,0,39,39,0
29740,37,-2,79,0,20,-4,42,58,16
29741,42,0,77,-2,42,-4,35,36,0
29742,43,-1,86,0,42,-3,43,45,2
29743,49,-1,88,0,50,13,39,39,0
29744,37,0,105,4,30,-20,68,74,6
29745,59,0,86,1,60,17,28,27,0
29746,45,0,86,0,44,-20,40,42,2
29747,102,0,103,0,72,15,1,31,30
